TableName      TimeGenerated         BackendPoolName_s    BackendSettingName_s    ClientIP_s       Error_info_s                     Host_s                    HttpMethod_s    HttpStatus_d    RequestUri_s                                                                     ServerConnectTime_s    ServerHeaderTime_s    ServerResponseLatency_s    ServerRouted_s                ServerStatus_s    TimeTaken_d
PrimaryResult  2026-07-21T21:30:25Z  Back_WebSite         Backend_WebSite         181.9.212.55     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.001                 0.001                      192.168.50.131:4430           200               1.029
PrimaryResult  2026-07-21T21:30:25Z  Back_WebSite         Backend_WebSite         181.9.212.55     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.001                 0.001                      192.168.50.131:4430           200               1.057
PrimaryResult  2026-07-21T21:23:23Z  Back_WebSite         Backend_WebSite         45.191.6.183     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.001                 0.002                      192.168.50.131:4430           200               0.042
PrimaryResult  2026-07-21T21:23:23Z  Back_WebSite         Backend_WebSite         45.191.6.183     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.001                 0.002                      192.168.50.131:4430           200               0.179
PrimaryResult  2026-07-21T21:18:50Z  Back_WebSite         Backend_WebSite         181.9.213.43     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.001                 0.001                      192.168.50.131:4430           200               0.169
PrimaryResult  2026-07-21T21:18:50Z  Back_WebSite         Backend_WebSite         181.9.213.43     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.001                 0.001                      192.168.50.131:4430           200               0.169
PrimaryResult  2026-07-21T21:18:50Z  Back_WebSite         Backend_WebSite         181.9.213.43     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /public/Home/nuevobanner7-13-2026-6-42-22-PM7-31-2026-11-59-59-PM.jpg            0.000                  0.001                 0.001                      192.168.50.131:4430           200               0.448
PrimaryResult  2026-07-21T21:18:50Z  Back_WebSite         Backend_WebSite         181.9.213.43     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.001                 0.001                      192.168.50.131:4430           200               0.169
PrimaryResult  2026-07-21T21:18:50Z  Back_WebSite         Backend_WebSite         181.9.213.43     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.001                 0.001                      192.168.50.131:4430           200               0.169
PrimaryResult  2026-07-21T21:18:50Z  Back_WebSite         Backend_WebSite         181.9.213.43     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.001                 0.001                      192.168.50.131:4430           200               0.169
PrimaryResult  2026-07-21T21:17:24Z  Back_WebSite         Backend_WebSite         186.141.204.155  ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /public/Home/nuevobanner7-13-2026-6-42-22-PM7-31-2026-11-59-59-PM.jpg            0.000                  0.000                 0.000                      192.168.50.131:4430           -                 0.003
PrimaryResult  2026-07-21T21:16:28Z  Back_WebSite         Backend_WebSite         181.9.227.25     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.002                 0.002                      192.168.50.131:4430           200               0.376
PrimaryResult  2026-07-21T21:16:28Z  Back_WebSite         Backend_WebSite         181.9.227.25     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.002                 0.002                      192.168.50.131:4430           200               0.352
PrimaryResult  2026-07-21T21:16:28Z  Back_WebSite         Backend_WebSite         181.9.227.25     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.002                 0.002                      192.168.50.131:4430           200               0.4
PrimaryResult  2026-07-21T21:16:12Z  Back_WebSite         Backend_WebSite         168.232.98.218   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.001                 0.001                      192.168.50.131:4430           200               0.401
PrimaryResult  2026-07-21T21:16:12Z  Back_WebSite         Backend_WebSite         168.232.98.218   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.001                 0.002                      192.168.50.131:4430           200               0.401
PrimaryResult  2026-07-21T21:03:31Z  Back_WebSite         Backend_WebSite         181.117.10.134   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.006                 0.015                      192.168.50.131:4430           200               0.942
PrimaryResult  2026-07-21T21:03:30Z  Back_WebSite         Backend_WebSite         181.117.10.134   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.001                 0.002                      192.168.50.131:4430           200               0.635
PrimaryResult  2026-07-21T21:03:30Z  Back_WebSite         Backend_WebSite         181.117.10.134   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.002                 0.003                      192.168.50.131:4430           200               0.632
PrimaryResult  2026-07-21T21:03:30Z  Back_WebSite         Backend_WebSite         181.117.10.134   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.002                 0.004                      192.168.50.131:4430           200               0.582
PrimaryResult  2026-07-21T21:01:15Z  Back_WebSite         Backend_WebSite         191.80.213.179   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.001                 0.001                      192.168.50.131:4430           200               1.471
PrimaryResult  2026-07-21T21:00:11Z  Back_WebSite         Backend_WebSite         186.157.80.163   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.004                 0.006                      192.168.50.131:4430           200               0.072
PrimaryResult  2026-07-21T21:00:11Z  Back_WebSite         Backend_WebSite         186.157.80.163   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.001                 0.001                      192.168.50.131:4430           200               0.072
PrimaryResult  2026-07-21T21:00:11Z  Back_WebSite         Backend_WebSite         186.157.80.163   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.001                 0.001                      192.168.50.131:4430           200               0.103
PrimaryResult  2026-07-21T20:51:56Z  Back_WebSite         Backend_WebSite         186.109.166.31   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.005                 0.011                      192.168.50.131:4430           200               0.539
PrimaryResult  2026-07-21T20:51:56Z  Back_WebSite         Backend_WebSite         186.109.166.31   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.003                 0.004                      192.168.50.131:4430           200               0.478
PrimaryResult  2026-07-21T20:36:27Z  Back_WebSite         Backend_WebSite         181.177.195.225  ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /public/Home/nuevobanner7-13-2026-6-42-22-PM7-31-2026-11-59-59-PM.jpg            0.000                  0.292                 0.292                      192.168.50.131:4430           -                 0.295
PrimaryResult  2026-07-21T20:36:27Z  Back_WebSite         Backend_WebSite         181.177.195.225  ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /public/Home/banner julio ar7-7-2026-9-36-24-PM7-31-2026-11-59-59-PM.jpg         0.000                  0.296                 0.296                      192.168.50.131:4430           -                 0.299
PrimaryResult  2026-07-21T20:29:55Z  Back_WebSite         Backend_WebSite         152.168.87.86    ERRORINFO_UPSTREAM_TIMED_OUT     gestion.clubgrido.com.ar  POST            504             /Catalog/SetListCatalog                                                          0.000                  180.000               180.000                    192.168.50.131:4430           -                 180.01
PrimaryResult  2026-07-21T20:27:39Z  Back_WebSite         Backend_WebSite         181.9.224.97     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /public/Home/nuevobanner7-13-2026-6-42-22-PM7-31-2026-11-59-59-PM.jpg            0.000                  0.313                 0.313                      192.168.50.131:4430           -                 0.318
PrimaryResult  2026-07-21T20:27:39Z  Back_WebSite         Backend_WebSite         181.9.224.97     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /public/Home/banner julio ar7-7-2026-9-36-24-PM7-31-2026-11-59-59-PM.jpg         0.000                  0.314                 0.314                      192.168.50.131:4430           -                 0.317
PrimaryResult  2026-07-21T20:27:39Z  Back_WebSite         Backend_WebSite         181.9.224.97     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.300                 0.300                      192.168.50.131:4430           -                 0.301
PrimaryResult  2026-07-21T20:27:22Z  Back_WebSite         Backend_WebSite         187.102.216.145  ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.000                 0.000                      192.168.50.131:4430           -                 0.003
PrimaryResult  2026-07-21T20:24:39Z  Back_WebSite         Backend_WebSite         45.224.29.133    ERRORINFO_CLIENT_TIMED_OUT       gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.151                 0.152                      192.168.50.131:4430           200               60.453
PrimaryResult  2026-07-21T20:16:29Z  Back_WebSite         Backend_WebSite         190.244.34.221   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.707                 0.707                      192.168.50.131:4430           200               1.14
PrimaryResult  2026-07-21T20:16:29Z  Back_WebSite         Backend_WebSite         190.244.34.221   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.707                 0.707                      192.168.50.131:4430           200               1.14
PrimaryResult  2026-07-21T20:16:29Z  Back_WebSite         Backend_WebSite         190.244.34.221   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.707                 0.708                      192.168.50.131:4430           200               1.14
PrimaryResult  2026-07-21T20:16:29Z  Back_WebSite         Backend_WebSite         190.244.34.221   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.707                 0.708                      192.168.50.131:4430           200               1.14
PrimaryResult  2026-07-21T20:16:29Z  Back_WebSite         Backend_WebSite         190.244.34.221   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.707                 0.708                      192.168.50.131:4430           200               0.832
PrimaryResult  2026-07-21T20:04:57Z  Back_WebSite         Backend_WebSite         181.92.65.102    ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.182                 0.182                      192.168.50.131:4430           -                 0.185
PrimaryResult  2026-07-21T20:04:57Z  Back_WebSite         Backend_WebSite         181.92.65.102    ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.188                 0.188                      192.168.50.131:4430           -                 0.19
PrimaryResult  2026-07-21T20:04:57Z  Back_WebSite         Backend_WebSite         181.92.65.102    ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.182                 0.182                      192.168.50.131:4430           -                 0.185
PrimaryResult  2026-07-21T20:04:57Z  Back_WebSite         Backend_WebSite         181.92.65.102    ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.182                 0.182                      192.168.50.131:4430           -                 0.185
PrimaryResult  2026-07-21T20:04:57Z  Back_WebSite         Backend_WebSite         181.92.65.102    ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.193                 0.193                      192.168.50.131:4430           -                 0.195
PrimaryResult  2026-07-21T20:04:17Z  Back_WebSite         Backend_WebSite         201.219.165.228  ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.377                 0.377                      192.168.50.131:4430           200               3.352
PrimaryResult  2026-07-21T20:04:16Z  Back_WebSite         Backend_WebSite         201.219.165.228  ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.374                 0.375                      192.168.50.131:4430           200               2.68
PrimaryResult  2026-07-21T20:04:16Z  Back_WebSite         Backend_WebSite         201.219.165.228  ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.375                 0.375                      192.168.50.131:4430           200               2.684
PrimaryResult  2026-07-21T20:04:16Z  Back_WebSite         Backend_WebSite         201.219.165.228  ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.374                 0.374                      192.168.50.131:4430           200               2.684
PrimaryResult  2026-07-21T20:04:16Z  Back_WebSite         Backend_WebSite         201.219.165.228  ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.330                 0.330                      192.168.50.131:4430           200               2.684
PrimaryResult  2026-07-21T19:59:55Z  Back_WebSite         Backend_WebSite         181.8.131.22     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.209                 0.209                      192.168.50.131:4430           -                 0.213
PrimaryResult  2026-07-21T19:59:55Z  Back_WebSite         Backend_WebSite         181.8.131.22     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.199                 0.199                      192.168.50.131:4430           -                 0.203
PrimaryResult  2026-07-21T19:59:55Z  Back_WebSite         Backend_WebSite         181.8.131.22     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.210                 0.210                      192.168.50.131:4430           -                 0.214
PrimaryResult  2026-07-21T19:59:55Z  Back_WebSite         Backend_WebSite         181.8.131.22     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.212                 0.212                      192.168.50.131:4430           -                 0.216
PrimaryResult  2026-07-21T19:59:55Z  Back_WebSite         Backend_WebSite         181.8.131.22     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.210                 0.210                      192.168.50.131:4430           -                 0.212
PrimaryResult  2026-07-21T19:58:56Z  Back_WebSite         Backend_WebSite         181.85.242.103   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.034                  0.196                 0.196                      192.168.50.131:4430           -                 0.198
PrimaryResult  2026-07-21T19:54:58Z  Back_WebSite         Backend_WebSite         38.51.26.6       ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.252                 0.252                      192.168.50.131:4430           200               0.913
PrimaryResult  2026-07-21T19:54:57Z  Back_WebSite         Backend_WebSite         38.51.26.6       ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.347                 0.347                      192.168.50.131:4430           -                 0.351
PrimaryResult  2026-07-21T19:54:57Z  Back_WebSite         Backend_WebSite         38.51.26.6       ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.347                 0.347                      192.168.50.131:4430           -                 0.351
PrimaryResult  2026-07-21T19:54:57Z  Back_WebSite         Backend_WebSite         38.51.26.6       ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.354                 0.354                      192.168.50.131:4430           -                 0.356
PrimaryResult  2026-07-21T19:45:07Z  Back_WebSite         Backend_WebSite         181.168.162.66   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.236                 0.236                      192.168.50.131:4430           -                 0.24
PrimaryResult  2026-07-21T19:45:07Z  Back_WebSite         Backend_WebSite         181.168.162.66   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.233                 0.233                      192.168.50.131:4430           -                 0.236
PrimaryResult  2026-07-21T19:45:07Z  Back_WebSite         Backend_WebSite         181.168.162.66   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.233                 0.233                      192.168.50.131:4430           -                 0.236
PrimaryResult  2026-07-21T19:45:07Z  Back_WebSite         Backend_WebSite         181.168.162.66   ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.233                 0.233                      192.168.50.131:4430           -                 0.24
PrimaryResult  2026-07-21T19:40:12Z  Back_WebSite         Backend_WebSite         181.98.48.187    ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  POST            499             /Product/GetProductsFiltered                                                     0.101                  9.424                 9.424                      192.168.50.131:4430           -                 9.427
PrimaryResult  2026-07-21T19:40:02Z  Back_WebSite         Backend_WebSite         181.98.48.187    ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  POST            499             /Product/GetProductsFiltered                                                     0.000                  3.371                 3.371                      192.168.50.131:4430           -                 3.373
PrimaryResult  2026-07-21T19:39:59Z  Back_WebSite         Backend_WebSite         181.98.48.187    ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  POST            499             /Product/GetProductsFiltered                                                     0.000                  4.160                 4.160                      192.168.50.131:4430           -                 4.163
PrimaryResult  2026-07-21T19:39:55Z  Back_WebSite         Backend_WebSite         181.98.48.187    ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  POST            499             /Product/GetProductsFiltered                                                     0.000                  4.242                 4.242                      192.168.50.131:4430           -                 4.251
PrimaryResult  2026-07-21T19:38:43Z  Back_WebSite         Backend_WebSite         45.232.12.28     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.047                 0.047                      192.168.50.131:4430           -                 0.049
PrimaryResult  2026-07-21T19:38:43Z  Back_WebSite         Backend_WebSite         45.232.12.28     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.055                 0.055                      192.168.50.131:4430           -                 0.059
PrimaryResult  2026-07-21T19:38:43Z  Back_WebSite         Backend_WebSite         45.232.12.28     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.000                 0.000                      192.168.50.131:4430           -                 0.003
PrimaryResult  2026-07-21T19:38:43Z  Back_WebSite         Backend_WebSite         45.232.12.28     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.028                 0.028                      192.168.50.131:4430           200               0.138
PrimaryResult  2026-07-21T19:38:43Z  Back_WebSite         Backend_WebSite         45.232.12.28     ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             499             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.054                 0.054                      192.168.50.131:4430           -                 0.059
PrimaryResult  2026-07-21T19:37:15Z  Back_WebSite         Backend_WebSite         152.168.87.86    ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  POST            499             /Catalog/SetListCatalog                                                          0.000                  179.689               179.689                    192.168.50.131:4430           -                 179.694
PrimaryResult  2026-07-21T19:36:27Z  Back_WebSite         Backend_WebSite         38.7.42.173      ERRORINFO_CLIENT_CLOSED_REQUEST  gestion.clubgrido.com.ar  GET             200             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.429                 0.429                      192.168.50.131:4430           200               1.336
