"timestamp","source","message"
"2026-08-05T19:28:01.841Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:28:01.841Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":1324,""status"":200,""method"":""PUT"",""url"":""https://integration-middleware.us.restaurant-partners.com/v2/chains/LATAMSMARTFRAN0001/remoteVendors/PE-GRIDO-CHORRILLOS-0001/availability""}}"
"2026-08-05T19:28:08.075Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:28:08.075Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":7732,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:28:11.360Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:28:11.360Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":11017,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:28:11.520Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:28:11.520Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":11177,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:28:11.742Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:28:11.742Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":11399,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:28:28.443Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:28:28.443Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":28205,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:28:37.766Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:28:37.765Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":37422,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:28:37.768Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:28:37.768Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":37425,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:28:49.243Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:28:49.242Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":20796,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:28:59.206Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:28:59.206Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":9960,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:29:00.311Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:00.310Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":236,""status"":200,""method"":""GET"",""url"":""https://integration-middleware.us.restaurant-partners.com/v2/chains/LATAMSMARTFRAN0001/remoteVendors/PA-GRIDO-CIUDAD-DEL-ESTE-III-0001/availability""}}"
"2026-08-05T19:29:00.367Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:00.366Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":292,""status"":200,""method"":""GET"",""url"":""https://integration-middleware.us.restaurant-partners.com/v2/chains/LATAMSMARTFRAN0001/remoteVendors/AR-GRIDO-HELADOS-4430-0001/availability""}}"
"2026-08-05T19:29:00.427Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:00.427Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":283,""status"":200,""method"":""PUT"",""url"":""https://services.rappi.com.ar/api/v2/restaurants-integrations-public-api/availability/stores/enable""}}"
"2026-08-05T19:29:00.516Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:00.516Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":205,""status"":200,""method"":""PUT"",""url"":""https://integration-middleware.us.restaurant-partners.com/v2/chains/LATAMSMARTFRAN0001/remoteVendors/PA-GRIDO-CIUDAD-DEL-ESTE-III-0001/availability""}}"
"2026-08-05T19:29:00.621Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:00.620Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":253,""status"":200,""method"":""PUT"",""url"":""https://integration-middleware.us.restaurant-partners.com/v2/chains/LATAMSMARTFRAN0001/remoteVendors/AR-GRIDO-HELADOS-4430-0001/availability""}}"
"2026-08-05T19:29:02.610Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:02.610Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":2453,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:29:02.613Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:02.612Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":2455,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:29:02.616Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:02.616Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":2459,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:29:04.688Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:04.687Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":5478,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:29:07.886Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:07.886Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":7729,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:29:08.682Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:08.682Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":3990,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:29:12.486Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:12.486Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":3801,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:29:18.666Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:18.666Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":6177,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:29:28.824Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:28.824Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":10155,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:29:36.470Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:36.469Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":7641,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:29:39.949Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:29:39.949Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":3476,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:30:00.602Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:00.602Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":446,""status"":200,""method"":""GET"",""url"":""https://integration-middleware.us.restaurant-partners.com/v2/chains/LATAMSMARTFRAN0001/remoteVendors/AR-GRIDO-CHANGO-MAS-COLON-3065-0001/availability""}}"
"2026-08-05T19:30:00.617Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:00.616Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":460,""status"":200,""method"":""GET"",""url"":""https://integration-middleware.us.restaurant-partners.com/v2/chains/LATAMSMARTFRAN0001/remoteVendors/AR-GRIDO-HELADOS-5547-LAS-TALITAS-0001/availability""}}"
"2026-08-05T19:30:00.692Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:00.692Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":528,""status"":200,""method"":""PUT"",""url"":""https://services.rappi.com.ar/api/v2/restaurants-integrations-public-api/availability/stores/enable""}}"
"2026-08-05T19:30:00.855Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:00.855Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":238,""status"":200,""method"":""PUT"",""url"":""https://integration-middleware.us.restaurant-partners.com/v2/chains/LATAMSMARTFRAN0001/remoteVendors/AR-GRIDO-HELADOS-5547-LAS-TALITAS-0001/availability""}}"
"2026-08-05T19:30:01.879Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:01.878Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":1276,""status"":200,""method"":""PUT"",""url"":""https://integration-middleware.us.restaurant-partners.com/v2/chains/LATAMSMARTFRAN0001/remoteVendors/AR-GRIDO-CHANGO-MAS-COLON-3065-0001/availability""}}"
"2026-08-05T19:30:04.060Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:04.060Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":3814,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:30:05.049Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:05.049Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":4803,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:30:17.056Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:17.056Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":16810,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:30:18.214Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:18.214Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":17968,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:30:18.797Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:18.796Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":18650,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:30:20.034Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:20.034Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":19787,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:30:22.137Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:22.137Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":15136,""status"":200,""method"":""GET"",""url"":""https://app.pedigrido.com/v1/locals/horario?branch=4194""}}"
"2026-08-05T19:30:23.590Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:23.590Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":4790,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:30:26.462Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:26.462Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":2869,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:30:28.132Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:28.131Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":1666,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:30:34.161Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:34.160Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":6025,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:30:42.728Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:42.728Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":8564,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:30:43.488Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:43.488Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":9544,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/locals/status""}}"
"2026-08-05T19:30:54.973Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:54.973Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":12241,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:30:58.490Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:30:58.490Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":3513,""status"":200,""method"":""PUT"",""url"":""https://app.pedigrido.com/v1/Grido/ConfirmarPedido""}}"
"2026-08-05T19:31:00.903Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:31:00.903Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":707,""status"":200,""method"":""GET"",""url"":""https://integration-middleware.us.restaurant-partners.com/v2/chains/LATAMSMARTFRAN0001/remoteVendors/AR-GRIDO-HELADOS-5087-OZAMIS-0001/availability""}}"
"2026-08-05T19:31:00.956Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:31:00.956Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":760,""status"":200,""method"":""GET"",""url"":""https://integration-middleware.us.restaurant-partners.com/v2/chains/LATAMSMARTFRAN0001/remoteVendors/AR-GRIDO-HELADOS-5547-LAS-TALITAS-0001/availability""}}"
"2026-08-05T19:31:00.958Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:31:00.958Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":762,""status"":200,""method"":""GET"",""url"":""https://integration-middleware.us.restaurant-partners.com/v2/chains/LATAMSMARTFRAN0001/remoteVendors/AR-GRIDO-HELADOS-SUC-ALITO-C-0001/availability""}}"
"2026-08-05T19:31:01.047Z","aws-kinesis-raw-logs","{""timestamp"":""2026-08-05T19:31:01.046Z"",""service"":""concentrador-service"",""level"":""INFO"",""category"":""PERF"",""message"":""[PERF/INFO] http_response platform=unknown action=unknown"",""branch_id"":""unknown"",""order_id"":""unknown"",""rest"":{""duration_ms"":850,""status"":200,""method"":""GET"",""url"":""https://integration-middleware.us.restaurant-partners.com/v2/chains/LATAMSMARTFRAN0001/remoteVendors/AR-GRIDO-HELADOS-3905-CERRO-0001/availability""}}"
